title,authors,publication_date,file_path,topics,specialties,clinical_significance,patient_population,pmid,doi,reading_time_minutes,pubmed_enriched
Prenatal Acetaminophen Use and Attention-Deficit/Hyperactivity Disorder.,"['Matosich, Stephenie', 'Kelsberg, Gary', 'Safranek, Sarah']",2024-01-01,2024/01/prenatal-acetaminophen-use-and-attention-deficit-hyperactivi.md,"['Maternal Health', 'Family Medicine', 'Pregnancy', 'Obstetrics']",['Family Medicine'],High,Adults,38227875,,5,True
Prenatal Acetaminophen Use and Attention-Deficit/Hyperactivity Disorder.,"['Matosich, Stephenie', 'Kelsberg, Gary', 'Safranek, Sarah']",2024-01-01,2024/01/prenatal-acetaminophen-use-and-attention-deficithyperactivit.md,"['Family Medicine', 'Pregnancy', 'Maternal Health', 'Obstetrics']",['Family Medicine'],High,Adults,38227875,,5,True
Pruritic Rash on the Shins.,"['Wisco, Oliver J', 'Diehl, Kyra', 'Clark, Matthew R', 'Gilson, Robert T', 'Cohen, Lisa M']",2024-01-01,2024/01/pruritic-rash-on-the-shins.md,['Family Medicine'],['Family Medicine'],High,Adults,38227878,,5,True
STIs During Pregnancy.,"['Reese, Patricia Carr']",2024-01-01,2024/01/stis-during-pregnancy.md,"['Family Medicine', 'Pregnancy', 'Maternal Health', 'Obstetrics']",['Family Medicine'],High,Maternal,38227864,,5,True
Sarcoidosis: Evaluation and Treatment.,"['Partin, Michael', 'Clebak, Karl T', 'Chen, Rensa', 'Helm, Matthew']",2024-01-01,2024/01/sarcoidosis-evaluation-and-treatment.md,['Family Medicine'],['Family Medicine'],High,Adults,38227868,,5,True
Screening for Syphilis in Nonpregnant Adolescents and Adults.,"['Peaker, Brandy', 'Dooley, Cara']",2024-01-01,2024/01/screening-for-syphilis-in-nonpregnant-adolescents-and-adults.md,"['Screening', 'Family Medicine', 'Prevention', 'Early Detection']",['Family Medicine'],High,Pediatric,38227874,,5,True
Tadalafil for the Treatment of Lower Urinary Tract Symptoms in Men With Benign Prostatic Hyperplasia.,"['Rohrbough, C R', 'Colgan, Bridget', 'Gasser, Ollie']",2024-01-01,2024/01/tadalafil-for-the-treatment-of-lower-urinary-tract-symptoms.md,['Family Medicine'],['Family Medicine'],High,Adults,38227876,,5,True
Treatment and Prevention of HIV Infection: Recommendations From the International Antiviral Society-USA Panel.,"['Arnold, Michael J']",2024-01-01,2024/01/treatment-and-prevention-of-hiv-infection-recommendations-fr.md,['Family Medicine'],['Family Medicine'],High,Adults,38227888,,5,True
A Pain in the Eye.,"[""O'Malley, Kaitlin"", 'Jumper, Stephen']",2024-02-01,2024/02/a-pain-in-the-eye.md,['Family Medicine'],['Family Medicine'],High,Adults,38393806,,6,True
Abnormal Uterine Bleeding Associated With Hormonal Contraception.,"['Schrager, Sarina', 'Fox, Kelita', 'Lee, Rachel']",2024-02-01,2024/02/abnormal-uterine-bleeding-associated-with-hormonal-contracep.md,"['Family Medicine', 'Pregnancy', 'Maternal Health', 'Obstetrics']",['Family Medicine'],High,Adults,38393800,,6,True
Acetaminophen and Ketorolac Are More Effective Than Morphine in Alleviating Pain in Adults With Renal Colic.,"['Barry, Henry C']",2024-02-01,2024/02/acetaminophen-and-ketorolac-are-more-effective-than-morphine.md,['Family Medicine'],['Family Medicine'],High,Adults,38393812,,6,True
Acute Medication Poisoning.,"['Vega, Irbert L', 'Griswold, Matthew K', 'Laskey, Dayne']",2024-02-01,2024/02/acute-medication-poisoning.md,"['Family Medicine', 'Digestive Disorders', 'Gastroenterology']",['Family Medicine'],High,Pediatric,38393798,,6,True
Acute Uncomplicated UTIs in Adults: Rapid Evidence Review.,"['Kurotschka, Peter K', 'Gágyor, Ildikó', 'Ebell, Mark H']",2024-02-01,2024/02/acute-uncomplicated-utis-in-adults-rapid-evidence-review.md,"['Family Medicine', 'Infectious Disease', 'Antimicrobial Therapy', 'Pharmacology']",['Family Medicine'],High,Maternal,38393801,,6,True
Brexpiprazole as Adjunctive Therapy for Acute Treatment-Resistant Depression.,"['Shah, Hemali', 'Matheson, Eric']",2024-02-01,2024/02/brexpiprazole-as-adjunctive-therapy-for-acute-treatment-resi.md,"['Depression', 'Psychiatry', 'Family Medicine', 'Mental Health']",['Family Medicine'],High,Adults,38393793,,6,True
Cannabis Use for Cancer-Related Pain.,"['Sonoda, Kento']",2024-02-01,2024/02/cannabis-use-for-cancer-related-pain.md,"['Malignancy', 'Family Medicine', 'Cancer Screening', 'Oncology']",['Family Medicine'],High,Adults,38393795,,6,True
Common Foot Fractures.,"['Silver, Sabrina', 'Williams, Elizabeth', 'Plunkett, Meghan L']",2024-02-01,2024/02/common-foot-fractures.md,"['Family Medicine', 'Musculoskeletal Disorders', 'Orthopedics']","['Family Medicine', 'Orthopedics']",High,Adults,38393796,,6,True
Corrections.,[],2024-02-01,2024/02/corrections.md,['Family Medicine'],['Family Medicine'],High,Adults,38393785,,6,True
Diary of a Family Physician.,"['Miller, Christina Metzler', 'Lueninghoener, Peter']",2024-02-01,2024/02/diary-of-a-family-physician.md,['Family Medicine'],['Family Medicine'],High,Adults,38393808,,6,True
Esketamine Is Superior to Quetiapine for Remission of Treatment-Resistant Depression.,"['Ebell, Mark H']",2024-02-01,2024/02/esketamine-is-superior-to-quetiapine-for-remission-of-treatm.md,"['Depression', 'Psychiatry', 'Family Medicine', 'Mental Health']",['Family Medicine'],High,Adults,38393811,,6,True
Exercise for Depression in Older Adults.,"['Hourston, Sarah', 'Bertsche, Brian', 'Vukelic, Brian', 'Ose, Dominik', 'Taylor, Eliza', 'Stoesser, Kirsten']",2024-02-01,2024/02/exercise-for-depression-in-older-adults.md,"['Depression', 'Psychiatry', 'Family Medicine', 'Mental Health']",['Family Medicine'],High,Geriatric,38393805,,6,True
Further Discussion Regarding Multicancer Early Detection Tests.,"['Raoof, Sana', 'Klein, Eric A']",2024-02-01,2024/02/further-discussion-regarding-multicancer-early-detection-tes.md,"['Malignancy', 'Family Medicine', 'Cancer Screening', 'Oncology']",['Family Medicine'],High,Adults,38393815,,6,True
Insomnia: Advancements and Limitations of Current Management Strategies.,"['Healy, William J', 'Khayat, Rami N', 'Kwon, Younghoon']",2024-02-01,2024/02/insomnia-advancements-and-limitations-of-current-management.md,['Family Medicine'],['Family Medicine'],High,Adults,38393789,,6,True
Lipoprotein(a) Testing for Atherosclerotic Cardiovascular Disease.,"['Embry, Steven', 'Rennicke, Jordan']",2024-02-01,2024/02/lipoprotein-a-testing-for-atherosclerotic-cardiovascular-dis.md,['Family Medicine'],['Family Medicine'],High,Adults,38393803,,6,True
Lipoprotein(a) Testing for Atherosclerotic Cardiovascular Disease.,"['Embry, Steven', 'Rennicke, Jordan']",2024-02-01,2024/02/lipoproteina-testing-for-atherosclerotic-cardiovascular-dise.md,['Family Medicine'],['Family Medicine'],High,Adults,38393803,,6,True
Low-Dose Naltrexone: A Possible Option for Fibromyalgia.,"['Irwin, Manasa', 'Winter, Sarah']",2024-02-01,2024/02/low-dose-naltrexone-a-possible-option-for-fibromyalgia.md,['Family Medicine'],['Family Medicine'],High,Adults,38393784,,6,True
Management of Anal Fissures: Guidelines From the American Society of Colon and Rectal Surgeons.,"['Arnold, Michael J']",2024-02-01,2024/02/management-of-anal-fissures-guidelines-from-the-american-soc.md,['Family Medicine'],['Family Medicine'],High,Adults,38393814,,6,True
Management of Postpartum Hypertensive Disorders of Pregnancy.,"['Barreto, Tyler W']",2024-02-01,2024/02/management-of-postpartum-hypertensive-disorders-of-pregnancy.md,"['Blood Pressure', 'Hypertension', 'Obstetrics', 'Pregnancy', 'Cardiovascular Disease', 'Maternal Health', 'Family Medicine']",['Family Medicine'],High,Maternal,38393804,,6,True
Managing Selected Chronic Conditions in Hospitalized Patients.,"['Gauer, Robert L', 'Abellada, Alain', 'Stewart, Matthew', 'Kozloski, Ryan']",2024-02-01,2024/02/managing-selected-chronic-conditions-in-hospitalized-patient.md,"['Psychiatry', 'Metabolic Disorders', 'Chronic Disease Management', 'Long-term Care', 'Anxiety Disorders', 'Mental Health', 'Diabetes Mellitus', 'Endocrinology', 'Family Medicine']",['Family Medicine'],High,Adults,38393797,,6,True
"Normal Defecation Patterns in Healthy Young Children Vary by Age, Diet, and Place of Residence.","['Barry, Henry C']",2024-02-01,2024/02/normal-defecation-patterns-in-healthy-young-children-vary-by.md,['Family Medicine'],['Family Medicine'],High,Pediatric,38393809,,6,True
Osteopathic Medical Schools Produce an Increasing Proportion of Family Medicine Residents.,"['Pristell, Chrystal', 'Byun, Hoon', 'Huffstetler, Alison']",2024-02-01,2024/02/osteopathic-medical-schools-produce-an-increasing-proportion.md,['Family Medicine'],['Family Medicine'],High,Adults,38393792,,6,True
Primary Care's Role in Eliminating Inequities in Kidney Transplant.,"['Watson, Brittany N']",2024-02-01,2024/02/primary-care-s-role-in-eliminating-inequities-in-kidney-tran.md,['Family Medicine'],['Family Medicine'],High,Adults,38393790,,6,True
Primary Care's Role in Eliminating Inequities in Kidney Transplant.,"['Watson, Brittany N']",2024-02-01,2024/02/primary-cares-role-in-eliminating-inequities-in-kidney-trans.md,['Family Medicine'],['Family Medicine'],High,Adults,38393790,,6,True
Systemic Pharmacologic Treatments for Plaque Psoriasis.,"['Clebak, Karl T', 'Partin, Michael T']",2024-02-01,2024/02/systemic-pharmacologic-treatments-for-plaque-psoriasis.md,['Family Medicine'],['Family Medicine'],High,Adults,38393794,,6,True
The Risk of Breast Cancer Overdiagnosis Is High in Older Women.,"['Shaughnessy, Allen F']",2024-02-01,2024/02/the-risk-of-breast-cancer-overdiagnosis-is-high-in-older-wom.md,"['Family Medicine', 'Screening', 'Oncology', 'Early Detection', 'Prevention', 'Malignancy', 'Cancer Screening']",['Family Medicine'],High,Adults,38393810,,6,True
Treating Patients With Eating Disorders: Guidelines From the American Psychiatric Association.,"['Arnold, Michael J']",2024-02-01,2024/02/treating-patients-with-eating-disorders-guidelines-from-the.md,['Family Medicine'],['Family Medicine'],High,Adults,38393813,,6,True
Treatment of Chronic Insomnia in Adults.,"['Matheson, Eric M', 'Brown, Brandon David', 'DeCastro, Alexei O']",2024-02-01,2024/02/treatment-of-chronic-insomnia-in-adults.md,['Family Medicine'],['Family Medicine'],High,Adults,38393799,,6,True
Urinary Tract Infection (UTI).,[],2024-02-01,2024/02/urinary-tract-infection-uti.md,['Family Medicine'],['Family Medicine'],High,Adults,38393802,,6,True
Young Man With Shortness of Breath.,"['Watkins, John', 'Vromen, Oren', 'Sirotkin, Tsvi', 'Elad, Ronit']",2024-02-01,2024/02/young-man-with-shortness-of-breath.md,['Family Medicine'],['Family Medicine'],High,Adults,38393807,,6,True
ACC/AHA Guideline for the Management of Patients With Chronic Coronary Disease.,"['Ebell, Mark H']",2024-03-01,2024/03/acc-aha-guideline-for-the-management-of-patients-with-chroni.md,['Family Medicine'],['Family Medicine'],High,Adults,38574227,,5,True
ACC/AHA Guideline for the Management of Patients With Chronic Coronary Disease.,"['Ebell, Mark H']",2024-03-01,2024/03/accaha-guideline-for-the-management-of-patients-with-chronic.md,['Family Medicine'],['Family Medicine'],High,Adults,38574227,,5,True
ASCCP Management Guidelines for Abnormal Cervical Cancer Screening.,"['Espinosa, Kiana']",2024-03-01,2024/03/asccp-management-guidelines-for-abnormal-cervical-cancer-scr.md,"['Family Medicine', 'Screening', 'Oncology', 'Obstetrics', 'Early Detection', 'Pregnancy', 'Maternal Health', 'Prevention', 'Malignancy', 'Cancer Screening']",['Family Medicine'],High,Adults,38574222,,6,True
Amitriptyline as Second-Line Therapy Improves Symptoms in Adults With Irritable Bowel Syndrome.,"['Barry, Henry C']",2024-03-01,2024/03/amitriptyline-as-second-line-therapy-improves-symptoms-in-ad.md,['Family Medicine'],['Family Medicine'],High,Adults,38574228,,5,True
An Infant With Widespread Nodules and Papules.,"['Wisco, Oliver J', 'Diehl, Kyra', 'Funk, Tracy', 'Schlarbaum, Jamie P', 'Cohen, Lisa M']",2024-03-01,2024/03/an-infant-with-widespread-nodules-and-papules.md,['Family Medicine'],['Family Medicine'],High,Pediatric,38574217,,6,True
Avoiding Delays in Diagnosing Endometriosis.,"['Roth, Alan R', 'Lazris, Andy', 'Haskell, Patient Perspective By Helen', 'James, John']",2024-03-01,2024/03/avoiding-delays-in-diagnosing-endometriosis.md,['Family Medicine'],['Family Medicine'],High,Adults,38574219,,5,True
Chronic Low Back Pain in Adults: Evaluation and Management.,"['Maharty, Donald Clinton', 'Hines, Shaun C', 'Brown, Regina Bray']",2024-03-01,2024/03/chronic-low-back-pain-in-adults-evaluation-and-management.md,"['Screening', 'Family Medicine', 'Prevention', 'Early Detection']",['Family Medicine'],High,Adults,38574213,,6,True
Cognitive Behavior Therapy Effective in Patients With Fatigue Associated With Long COVID.,"['Ebell, Mark H']",2024-03-01,2024/03/cognitive-behavior-therapy-effective-in-patients-with-fatigu.md,['Family Medicine'],['Family Medicine'],High,Adults,38574226,,5,True
DermTech Pigmented Lesion Assay for the Detection of Melanoma.,"['Espinosa, Kiana']",2024-03-01,2024/03/dermtech-pigmented-lesion-assay-for-the-detection-of-melanom.md,['Family Medicine'],['Family Medicine'],High,Adults,38574223,,5,True
Diabetic Peripheral Neuropathy: Prevention and Treatment.,"['Bragg, Scott', 'Marrison, Sarah Tucker', 'Haley, Sean']",2024-03-01,2024/03/diabetic-peripheral-neuropathy-prevention-and-treatment.md,"['Metabolic Disorders', 'Prevention', 'Screening', 'Early Detection', 'Diabetes Mellitus', 'Endocrinology', 'Family Medicine']",['Family Medicine'],High,Adults,38574212,,6,True
Direct Oral Anticoagulants vs. Conventional Anticoagulants for the Treatment of VTE.,"['Yancey, Joseph R', 'Herman, Corey J']",2024-03-01,2024/03/direct-oral-anticoagulants-vs-conventional-anticoagulants-fo.md,['Family Medicine'],['Family Medicine'],High,Adults,38574209,,5,True
Does Melatonin Prevent Hospital-Acquired Delirium?,"['Cardoza, Jacare', 'Foley, Leah', 'Zhang, Yilin', 'Neher, Jon O', 'Safranek, Sarah']",2024-03-01,2024/03/does-melatonin-prevent-hospital-acquired-delirium.md,['Family Medicine'],['Family Medicine'],High,Adults,38574220,,5,True
Fezolinetant (Veozah) for the Treatment of Menopause Symptoms.,"['Crespo, Cortney', 'Erlich, Deborah']",2024-03-01,2024/03/fezolinetant-veozah-for-the-treatment-of-menopause-symptoms.md,['Family Medicine'],['Family Medicine'],High,Adults,38574221,,5,True
Hypertensive Disorders of Pregnancy.,"['Farahi, Narges', 'Oluyadi, Fareedat', 'Dotson, Andrea B']",2024-03-01,2024/03/hypertensive-disorders-of-pregnancy.md,"['Blood Pressure', 'Hypertension', 'Obstetrics', 'Pregnancy', 'Cardiovascular Disease', 'Maternal Health', 'Family Medicine']",['Family Medicine'],High,Maternal,38574215,,6,True
Management of Acute Lower GI Bleeding: Guidelines From the American College of Gastroenterology.,"['Hawks, Matthew K']",2024-03-01,2024/03/management-of-acute-lower-gi-bleeding-guidelines-from-the-am.md,"['Family Medicine', 'Digestive Disorders', 'Gastroenterology']","['Family Medicine', 'Gastroenterology']",High,Adults,38574229,,6,True
Newborn Skin: Part I. Common Rashes and Skin Changes.,"['Snyder, Katherine A M', 'Voelckers, Adam D']",2024-03-01,2024/03/newborn-skin-part-i-common-rashes-and-skin-changes.md,['Family Medicine'],['Family Medicine'],High,Pediatric,38574210,,5,True
Newborn Skin: Part II. Birthmarks.,"['Snyder, Katherine A M', 'Voelckers, Adam D']",2024-03-01,2024/03/newborn-skin-part-ii-birthmarks.md,"['Adolescent Medicine', 'Child Health', 'Dermatology', 'Pediatrics', 'Skin Disorders', 'Family Medicine']","['Dermatology', 'Family Medicine', 'Pediatrics']",High,Pediatric,38574211,,6,True
Palpable Purpura.,"['Novotny, Richard W', 'Trinh, Lien N', 'Gowan, Amy J', 'Lomeli, Matthew C']",2024-03-01,2024/03/palpable-purpura.md,['Family Medicine'],['Family Medicine'],High,Adults,38574218,,5,True
Pancreatic Cancer: Rapid Evidence Review.,"['Bryce, Carl', 'Bucaj, Merima']",2024-03-01,2024/03/pancreatic-cancer-rapid-evidence-review.md,"['Family Medicine', 'Screening', 'Oncology', 'Early Detection', 'Prevention', 'Malignancy', 'Cancer Screening']",['Family Medicine'],High,Adults,38574214,,6,True
"Pleural Effusion, Giardia, Adnexal Mass, Testosterone Replacement, Chronic Kidney Disease, Scalp Psoriasis.",[],2024-03-01,2024/03/pleural-effusion-giardia-adnexal-mass-testosterone-replaceme.md,"['Long-term Care', 'Family Medicine', 'Chronic Disease Management']",['Family Medicine'],High,Adults,38574206,,5,True
Remote Delivery of Psychological Therapies May Improve Chronic Pain.,"['Frasca, D Jason', 'Lustig, Michael', 'Rey, Soquel']",2024-03-01,2024/03/remote-delivery-of-psychological-therapies-may-improve-chron.md,['Family Medicine'],['Family Medicine'],High,Adults,38574207,,5,True
"Screening and Preventive Interventions for Oral Health in Children, Adolescents, and Adults.","['Harris, Sheena', 'Ching, Susan J', 'Agarwal, Radhika', 'Lees, Elizabeth']",2024-03-01,2024/03/screening-and-preventive-interventions-for-oral-health-in-ch.md,"['Screening', 'Family Medicine', 'Prevention', 'Early Detection']",['Family Medicine'],High,Pediatric,38574216,,6,True
Should Metformin Continue as First-Line Pharmacotherapy for Patients With Type 2 Diabetes? Yes: Metformin Is Still the Best Choice.,"['Castelli, Gregory', 'Barlett, Stacy J']",2024-03-01,2024/03/should-metformin-continue-as-first-line-pharmacotherapy-for.md,"['Diabetes Mellitus', 'Endocrinology', 'Family Medicine', 'Metabolic Disorders']",['Family Medicine'],High,Adults,38574204,,6,True
Thiazide Diuretics vs. Other Antihypertensive Drug Classes.,"['Sarkar, Arindam', 'Sarkar, Katelyn D']",2024-03-01,2024/03/thiazide-diuretics-vs-other-antihypertensive-drug-classes.md,"['Hypertension', 'Family Medicine', 'Cardiovascular Disease', 'Blood Pressure']",['Family Medicine'],High,Adults,38574208,,5,True
